;_index;_type;_id;_score;_source.date;_source.country;_source.orientation;_source.metadata;_source.keywords;_source.city;_source.rating;_source.county;_source.media;_source.lens;_source.dirname;_source.filename;_source.museum;_source.imported;_source.width;_source.placeInterpolated;_source.location;_source.state;_source.place;_source.height;_source.md5;_source.modified;long;lat
103;images2;test;yCqKtGwB1ENIxZisTPyi;4.0301113;2018-06-15T20:20:44;Portugal;Rotated 180;True;['Nice'];Ponta do Pargo ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3097.JPG;prev_museum;2019-08-21;4032;True;[-17.256525, 32.80950555555555];Madeira ;True;3024;8ae3ba325d16d825c6bb517ba0312903;;32.81;-17.26
104;images2;test;ySqKtGwB1ENIxZisTPzW;4.0301113;2018-06-14T23:23:42;Portugal;Rotated 180;True;[];Câmara de Lobos ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3054.JPG;prev_museum;2019-08-21;4032;True;[-17.001658333333335, 32.657630555555556];Madeira ;True;3024;8babe8702bf84935e75de7b28dd2ab85;;32.66;-17.0
105;images2;test;yiqKtGwB1ENIxZisTfwG;4.0301113;2018-06-15T16:31:14;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3068.JPG;prev_museum;2019-08-21;4032;True;[-17.228405555555554, 32.81592222222222];Madeira ;True;3024;74b8ca0d698c9e2e9e864abff3bedd9f;;32.82;-17.23
106;images2;test;yyqKtGwB1ENIxZisTfw7;4.0301113;2018-06-16T15:38:31;Portugal;Horizontal (normal);True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 front camera 2.87mm f/2.2;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3134.JPG;prev_museum;2019-08-21;3088;True;[-17.125700000000002, 32.765188888888886];Madeira ;True;2320;b609853531415ee46692ac784565ef17;;32.77;-17.13
107;images2;test;zCqKtGwB1ENIxZisTfx6;4.0301113;2018-06-16T13:59:05;Portugal;Rotated 90 CW;True;[];Rabaçal Calheta ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3120.JPG;prev_museum;2019-08-21;4032;True;[-17.123080555555557, 32.760822222222224];Madeira ;True;3024;8cce87d0b87f1ff36b1c2f98a5ef8bf8;;32.76;-17.12
108;images2;test;qiqKtGwB1ENIxZisRPz7;4.0301113;2018-06-19T15:30:57;Portugal;Rotated 180;True;[];Santa Cruz ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3247.JPG;prev_museum;2019-08-21;4032;True;[-16.775752777777775, 32.69370555555555];Madeira ;True;3024;52670361d28e6ec7db7c6981f18469f6;;32.69;-16.78
109;images2;test;rCqKtGwB1ENIxZisRfyv;4.0301113;2018-06-15T19:47:46;Portugal;Rotated 180;True;[];Ponta do Pargo ;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3092.JPG;prev_museum;2019-08-21;4032;True;[-17.240325000000002, 32.82271111111111];Madeira ;True;3024;4b0a091c64b6c128c15358bdad2724c4;;32.82;-17.24
110;images2;test;syqKtGwB1ENIxZisSPw0;4.0301113;2018-06-14T20:04:39;Portugal;Rotated 180;True;[];;2;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3050.JPG;prev_museum;2019-08-21;4032;True;[-16.691766666666666, 32.74768888888889];;True;3024;33d4167b0ebe75a06e9abe6b6c138306;;32.75;-16.69
111;images2;test;3yqKtGwB1ENIxZisUvxM;4.0301113;2018-06-17T16:26:36;Portugal;Rotated 180;True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 front camera 2.87mm f/2.2;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3187.JPG;prev_museum;2019-08-21;3088;True;[-16.987608333333334, 32.73688888888889];Madeira ;True;2320;1763c28a1b601168e2d89fa671f8c7ab;True;32.74;-16.99
112;images2;test;1iqKtGwB1ENIxZisUPwB;4.0301113;2018-06-17T16:25:02;Portugal;Horizontal (normal);True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3184.JPG;prev_museum;2019-08-21;4032;True;[-16.987497222222224, 32.736602777777776];Madeira ;True;3024;7fb925d9ac8da875e4cbac89ec3f7939;True;32.74;-16.99
113;images2;test;BCqKtGwB1ENIxZisW_0w;4.0301113;2018-06-18T16:01:13;Portugal;Rotated 180;True;['Nice'];Casa das Queimadas Santana ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3215.JPG;prev_museum;2019-08-21;4032;True;[-16.913563888888888, 32.78293611111111];Madeira ;True;3024;ca8a14b886dbc8b901c99729647541c1;True;32.78;-16.91
114;images2;test;zyqKtGwB1ENIxZisTvwa;4.0301113;2018-06-15T20:05:44;Portugal;Rotated 180;True;['Nice'];Ponta do Pargo ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3096.JPG;prev_museum;2019-08-21;4032;True;[-17.243516666666668, 32.81810277777778];Madeira ;True;3024;8cc147e21b125193d3d27acedd571441;True;32.82;-17.24
115;images2;test;CSqKtGwB1ENIxZisXP1Z;4.0301113;2018-06-16T12:47:15;Portugal;Rotated 180;True;['Nice'];Rabaçal Calheta ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3111.JPG;prev_museum;2019-08-21;4032;True;[-17.130744444444446, 32.754075];Madeira ;True;3024;9107da5eeaf9c2d4c33815feca30eb4d;True;32.75;-17.13
116;images2;test;tSqKtGwB1ENIxZisSPyg;4.0301113;2018-06-15T19:41:30;Portugal;Rotated 90 CW;True;['Nice'];Ponta do Pargo ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3087.JPG;prev_museum;2019-08-21;4032;True;[-17.23967777777778, 32.825675000000004];Madeira ;True;3024;7e17939c2986c9f3dc05e5eba133a832;True;32.83;-17.24
117;images2;test;9SqKtGwB1ENIxZisWPxO;4.0301113;2018-06-17T14:27:55;Portugal;Rotated 180;True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3158.JPG;prev_museum;2019-08-21;4032;True;[-16.990091666666668, 32.722411111111114];Madeira ;True;3024;8ceb985b33f828bdca4af06c371f9df0;True;32.72;-16.99
118;images2;test;uSqKtGwB1ENIxZisSfxx;4.0301113;2018-06-14T20:04:50;Portugal;Rotated 180;True;['Nice'];;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3052.JPG;prev_museum;2019-08-21;4032;True;[-16.691769444444446, 32.74768888888889];;True;3024;58cc6325e1360b83a49dc43d81c33412;True;32.75;-16.69
119;images2;test;_SqKtGwB1ENIxZisWvxD;4.0301113;2018-06-17T18:44:48;Portugal;Horizontal (normal);True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 front camera 2.87mm f/2.2;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3200.JPG;prev_museum;2019-08-21;3088;True;[-16.990275, 32.719433333333335];Madeira ;True;2320;08724036db0cb4f7d1bb6f8ca41a9380;True;32.72;-16.99
120;images2;test;9iqKtGwB1ENIxZisWPzR;4.0301113;2018-06-17T15:52:00;Portugal;Rotated 180;True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3170.JPG;prev_museum;2019-08-21;4032;True;[-16.98551666666667, 32.73527222222222];Madeira ;True;3024;c3fd0da6c1064c08f654a1ee1b93461a;True;32.74;-16.99
121;images2;test;ACqKtGwB1ENIxZisWv2i;4.0301113;2018-06-17T16:44:02;Portugal;Rotated 180;True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3189.JPG;prev_museum;2019-08-21;4032;True;[-16.9877, 32.73672777777778];Madeira ;True;3024;ad10554521090ffec8a77fe008a1ad2f;True;32.74;-16.99
122;images2;test;-SqKtGwB1ENIxZisWfyb;4.0301113;2018-06-17T14:58:45;Portugal;Rotated 180;True;['Nice'];Serra de Água ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3161.JPG;prev_museum;2019-08-21;4032;True;[-16.985730555555556, 32.73088055555556];Madeira ;True;3024;00a9e65c7d4fa6a9ba5246451a2a9ab1;True;32.73;-16.99
123;images2;test;_CqKtGwB1ENIxZisWvwd;4.0301113;2018-06-18T16:10:54;Portugal;Rotated 180;True;['Nice'];Ilha ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3216.JPG;prev_museum;2019-08-21;4032;True;[-16.916841666666667, 32.78084444444444];Madeira ;True;3024;d4595f1a557de10556f376474322f425;True;32.78;-16.92
124;images2;test;2CqKtGwB1ENIxZisUPx0;4.0301113;2018-06-18T18:47:24;Portugal;Rotated 180;True;['Nice'];Boa Ventura ;3;GPS_UNRESOLVED;image;iPhone 7 iPhone 7 back camera 3.99mm f/1.8;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/IMG_3231.JPG;prev_museum;2019-08-21;4032;True;[-16.935166666666667, 32.77558611111111];Madeira ;True;3024;509b5e3b4990da9c486d6fdf4afd3d8e;True;32.78;-16.94
125;images2;test;mUNxm28BfrlewOomQyGZ;4.0301113;2018-06-14T19:35:36;GPS_NO_LOC;Horizontal (normal);True;[];GPS_NO_LOC;2;;image;SM-G950F -;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/20180614_193536.jpg;;2020-01-12;4032;;[];GPS_NO_LOC;;3024;f06c5bcbacb6f158a9a9878280800c8b;;0.0;0.0
126;images2;test;mkNxm28BfrlewOomRCEL;4.0301113;2018-06-16T13:54:58;GPS_NO_LOC;Horizontal (normal);True;[];GPS_NO_LOC;2;;image;SM-G950F -;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/20180616_135459.jpg;;2020-01-12;4032;;[];GPS_NO_LOC;;3024;64251dec3021a77fb70f58c488b4703d;;0.0;0.0
127;images2;test;mENxm28BfrlewOomQyEZ;4.0301113;2018-06-14T19:19:39;Portugal;Horizontal (normal);True;[];Caniçal ;2;Machico ;image;SM-G950F -;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/20180614_191939.jpg;;2020-01-12;4032;;[-16.698055555555555, 32.74805555555556];Madeira ;True;3024;a47b6ea314e860e886c8cecb00411d91;;32.75;-16.7
128;images2;test;l0Nxm28BfrlewOomQSHi;4.0301113;2018-06-14T19:22:01;Portugal;Horizontal (normal);True;[];Caniçal ;2;Machico ;image;SM-G950F -;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/20180614_192202.jpg;;2020-01-12;4032;;[-16.6975, 32.74916666666667];Madeira ;True;3024;cb46515cf6a7d4f17023bb4dd9166da2;;32.75;-16.7
129;images2;test;m0Nxm28BfrlewOomRCGl;4.0301113;2018-06-16T15:34:52;Portugal;Horizontal (normal);True;[];Rabaçal Calheta ;2;Calheta ;image;SM-G950F -;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/20180616_153453.jpg;;2020-01-12;4032;;[-17.125555555555557, 32.76555555555556];Madeira ;True;3024;d5eea0dcfab5b2b804295785e348958e;;32.77;-17.13
130;images2;test;nENxm28BfrlewOomRSF8;4.0301113;2018-06-16T18:19:46;Portugal;Horizontal (normal);True;[];Câmara de Lobos ;2;Câmara de Lobos ;image;SM-G950F -;/Users/andregarstka/Pictures/Local/2018 - Madeira/;/Users/andregarstka/Pictures/Local/2018 - Madeira/20180616_181946.jpg;;2020-01-12;4032;;[-17.004444444444445, 32.656388888888884];Madeira ;True;3024;1f7cc3ab649cf5b565a820fb10b6f105;;32.66;-17.0
